#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
# HOT HUMID||||||||||||
# HOT HUMID OCEAN||||||||||||
#||||||||||||
# HOT HUMID BEACH||||||||||||
plants|gal:dirt_sandy_with_grass_hot_semiarid|0.004|hot_semiarid|beach|shelf|plant_aloe_vera|nil|nil|nil|||
plants|gal:dirt_sandy_with_grass_hot_semiarid|0.003|hot_semiarid|shelf|highland|plant_heath_gold|nil|nil|nil|||
# HOT SEMIARID - DIRT SILTY||||||||||||
#trees|gal:dirt_silty_with_grass_hot_semiarid|0.002|hot_semiarid|coastal|shelf|acacia_01;acacia_02;acacia_03;acacia_04;acacia_05;acacia_06;acacia_07;acacia_log||||||
trees|gal:dirt_silty_with_grass_hot_semiarid|0.002|hot_semiarid|coastal|shelf|acacia_01;acacia_02;acacia_03;acacia_04;acacia_05;acacia_06;acacia_07||||||
#||||||||||||
#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
#HOT ARID||||||||||||
plants|gal:sand_white|0.01|hot_arid_beach|1|beach|grass_dry_1|nil|nil|nil|||
plants|gal:stone_sandstone_white_gravel|0.01|hot_arid|beach|coastal|grass_dry_1|nil|nil|nil|||
#||||||||||||
#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
# WARM HUMID||||||||||||
# WARM HUMID OCEAN||||||||||||
node|gal:sand|0.004|warm_humid_ocean|-35|-2|plant_kelp_01|nil|nil|nil|||
# WARM HUMID BEACH||||||||||||
trees|gal:dirt_silt_01|0.8|warm_humid_beach|-1|1|mangrove_red_01;mangrove_red_02;mangrove_red_03||||||
plants|gal:dirt_silt_01|0.02|warm_humid_beach|-1|1|tree_mangrove_black_sapling|nil|nil|nil|||
# WARM HUMID - DIRT||||||||||||
plants|gal:dirt_with_grass_warm_humid|0.07|warm_humid|beach|highland|grass_swamp_1|nil|nil|nil|||
plants|gal:dirt_with_grass_warm_humid|0.07|warm_humid|beach|shelf|grass_tallgrass|nil|nil|nil|||
# WARM HUMID - DIRT BLACK||||||||||||
trees|gal:dirt_silt_01_with_grass_warm_humid|0.003|warm_humid|beach|coastal|cypress_01;cypress_02;cypress_03||||||
trees|gal:dirt_silt_01_with_grass_warm_humid|0.003|warm_humid|beach|shelf|ebony||||||
trees|gal:dirt_silt_01_with_grass_warm_humid|0.003|warm_humid|beach|lowland|mahogany||||||
no_rot|gal:dirt_silt_01_with_grass_warm_humid|0.003|warm_humid|lowland|shelf|gal.big_tree_fern||||||
no_rot|gal:dirt_silt_01_with_grass_warm_humid|0.003|warm_humid|lowland|shelf|gal.giant_tree_fern||||||
no_rot|gal:dirt_silt_01_with_grass_warm_humid|0.003|warm_humid|lowland|shelf|gal.giant_tree_fern_2||||||
trees|gal:dirt_silt_01_with_grass_warm_humid|0.004|warm_humid|beach|lowland|fern_small_01;fern_small_02;fern_small_03|nil|nil|nil|||
trees|gal:dirt_silt_01_with_grass_warm_humid|0.004|warm_humid|beach|lowland|fern_silver_01;fern_silver_02|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_humid|0.07|warm_humid|beach|highland|grass_swamp_1|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_humid|0.001|warm_humid|beach|lowland|flower_hibiscus|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_humid|0.07|warm_humid|beach|coastal|fern_large_1|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_humid|0.07|warm_humid|beach|lowland|fern_small_1|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_humid|0.001|warm_humid|beach|shelf|fern_spikefern|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_humid|0.07|warm_humid|beach|lowland|plant_manna_reed|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_humid|0.006|warm_humid|beach|coastal|plant_palmetto_01|nil|nil|nil|||
# WARM HUMID - DIRT BROWN||||||||||||
trees|gal:dirt_clay_red_with_grass_warm_humid|0.003|warm_humid|beach|shelf|bamboo_temperate_01;bamboo_temperate_02||||||
trees|gal:dirt_clay_red_with_grass_warm_humid|0.003|warm_humid|beach|shelf|ebony||||||
trees|gal:dirt_clay_red_with_grass_warm_humid|0.003|warm_humid|beach|lowland|lemon||||||
trees|gal:dirt_clay_red_with_grass_warm_humid|0.003|warm_humid|beach|lowland|mahogany||||||
trees|gal:dirt_clay_red_with_grass_warm_humid|0.003|warm_humid|beach|shelf|teak_01;teak_02;teak_03;teak_04||||||
plants|gal:dirt_clay_red_with_grass_warm_humid|0.07|warm_humid|beach|highland|grass_swamp_1|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_warm_humid|0.07|warm_humid|beach|coastal|fern_large_1|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_warm_humid|0.07|warm_humid|beach|lowland|fern_small_1|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_warm_humid|0.07|warm_humid|beach|shelf|fern_spikefern|nil|nil|nil|||
# WARM HUMID - DIRT CLAYEY||||||||||||
trees|gal:dirt_clayey_with_grass_warm_humid|0.003|warm_humid|beach|shelf|bamboo_temperate_01;bamboo_temperate_02||||||
trees|gal:dirt_clayey_with_grass_warm_humid|0.003|warm_humid|beach|shelf|ebony||||||
trees|gal:dirt_clayey_with_grass_warm_humid|0.003|warm_humid|beach|shelf|teak_01;teak_02;teak_03;teak_04||||||
trees|gal:dirt_clayey_with_grass_warm_humid|0.003|warm_humid|beach|coastal|palm_royal_01;palm_royal_02;palm_royal_03||||||
plants|gal:dirt_clayey_with_grass_warm_humid|0.07|warm_humid|beach|highland|grass_swamp_1|nil|nil|nil|||
# WARM HUMID - DIRT SANDY||||||||||||
trees|gal:dirt_sandy_with_grass_warm_humid|0.003|warm_humid|beach|coastal|palm_royal_01;palm_royal_02;palm_royal_03||||||
plants|gal:dirt_sandy_with_grass_warm_humid|0.07|warm_humid|beach|highland|grass_swamp_1|nil|nil|nil|||
# WARM HUMID - DIRT SILTY||||||||||||
trees|gal:dirt_silty_with_grass_warm_humid|0.003|warm_humid|beach|coastal|cypress_01;cypress_03||||||
trees|gal:dirt_silty_with_grass_warm_humid|0.003|warm_humid|beach|shelf|ebony||||||
trees|gal:dirt_silty_with_grass_warm_humid|0.003|warm_humid|beach|lowland|mahogany|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_warm_humid|0.07|warm_humid|beach|highland|grass_swamp_1||||||
plants|gal:dirt_silty_with_grass_warm_humid|0.07|warm_humid|beach|coastal|fern_large_1|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_warm_humid|0.07|warm_humid|beach|lowland|fern_small_1|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_warm_humid|0.07|warm_humid|beach|shelf|fern_spikefern|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_warm_humid|0.07|warm_humid|beach|lowland|plant_manna_reed||||||
# WARM HUMID - DIRT BLACK WITH RAINFOREST LITTER||||||||||||
trees|gal:dirt_silt_01_with_litter_rainforest|0.003|warm_humid|beach|coastal|cypress_01;cypress_02;cypress_03||||||
trees|gal:dirt_silt_01_with_litter_rainforest|0.003|warm_humid|beach|shelf|ebony||||||
trees|gal:dirt_silt_01_with_litter_rainforest|0.003|warm_humid|beach|lowland|mahogany||||||
no_rot|gal:dirt_silt_01_with_litter_rainforest|0.003|warm_humid|lowland|shelf|lib_ecology.big_tree_fern||||||
no_rot|gal:dirt_silt_01_with_litter_rainforest|0.003|warm_humid|lowland|shelf|lib_ecology.giant_tree_fern||||||
no_rot|gal:dirt_silt_01_with_litter_rainforest|0.003|warm_humid|lowland|shelf|lib_ecology.giant_tree_fern_2||||||
trees|gal:dirt_silt_01_with_litter_rainforest|0.004|warm_humid|beach|lowland|fern_small_01;fern_small_02;fern_small_03|nil|nil|nil|||
trees|gal:dirt_silt_01_with_litter_rainforest|0.004|warm_humid|beach|lowland|fern_silver_01;fern_silver_02|nil|nil|nil|||
plants|gal:dirt_silt_01_with_litter_rainforest|0.07|warm_humid|beach|highland|grass_swamp_1||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.001|warm_humid|beach|lowland|flower_hibiscus||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.07|warm_humid|beach|coastal|fern_large_1||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.07|warm_humid|beach|lowland|fern_small_1||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.07|warm_humid|beach|shelf|fern_spikefern||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.07|warm_humid|beach|lowland|plant_manna_reed||||||
plants|gal:dirt_silt_01_with_litter_rainforest|0.001|warm_humid|beach|coastal|plant_palmetto_01||||||
# WARM HUMID - DIRT BROWN WITH RAINFOREST LITTER||||||||||||
trees|gal:dirt_clay_red_with_litter_rainforest|0.003|warm_humid|beach|shelf|bamboo_temperate_01;bamboo_temperate_02||||||
trees|gal:dirt_clay_red_with_litter_rainforest|0.003|warm_humid|beach|shelf|ebony||||||
trees|gal:dirt_clay_red_with_litter_rainforest|0.003|warm_humid|beach|lowland|lemon||||||
trees|gal:dirt_clay_red_with_litter_rainforest|0.003|warm_humid|beach|lowland|mahogany||||||
trees|gal:dirt_clay_red_with_litter_rainforest|0.003|warm_humid|beach|shelf|teak_01;teak_02;teak_03;teak_04||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.07|warm_humid|beach|highland|grass_swamp_1||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.07|warm_humid|beach|coastal|fern_large_1||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.07|warm_humid|beach|lowland|fern_small_1||||||
plants|gal:dirt_clay_red_with_litter_rainforest|0.07|warm_humid|beach|shelf|fern_spikefern||||||
# WARM HUMID - DIRT CLAYEY WITH RAINFOREST LITTER||||||||||||
trees|gal:dirt_clayey_with_litter_rainforest|0.003|warm_humid|beach|shelf|bamboo_temperate_01;bamboo_temperate_02||||||
trees|gal:dirt_clayey_with_litter_rainforest|0.003|warm_humid|beach|shelf|ebony||||||
trees|gal:dirt_clayey_with_litter_rainforest|0.003|warm_humid|beach|lowland|mahogany||||||
trees|gal:dirt_clayey_with_litter_rainforest|0.003|warm_humid|beach|shelf|teak_01;teak_02;teak_03;teak_04||||||
trees|gal:dirt_clayey_with_litter_rainforest|0.003|warm_humid|beach|coastal|palm_royal_01;palm_royal_02;palm_royal_03||||||
plants|gal:dirt_clayey_with_litter_rainforest|0.07|warm_humid|beach|highland|grass_swamp_1||||||
# WARM HUMID - DIRT SANDY WITH RAINFOREST LITTER||||||||||||
trees|gal:dirt_sandy_with_litter_rainforest|0.003|warm_humid|beach|coastal|palm_royal_01;palm_royal_02;palm_royal_03||||||
plants|gal:dirt_sandy_with_litter_rainforest|0.07|warm_humid|beach|highland|grass_swamp_1||||||
# WARM HUMID - DIRT SILTY WITH RAINFOREST LITTER||||||||||||
trees|gal:dirt_silty_with_litter_rainforest|0.003|warm_humid|beach|coastal|cypress_01;cypress_03||||||
trees|gal:dirt_silty_with_litter_rainforest|0.003|warm_humid|beach|shelf|ebony||||||
trees|gal:dirt_silty_with_litter_rainforest|0.003|warm_humid|beach|lowland|mahogany||||||
plants|gal:dirt_silty_with_litter_rainforest|0.07|warm_humid|beach|highland|grass_swamp_1||||||
plants|gal:dirt_silty_with_litter_rainforest|0.07|warm_humid|beach|coastal|fern_large_1||||||
plants|gal:dirt_silty_with_litter_rainforest|0.07|warm_humid|beach|lowland|fern_small_1||||||
plants|gal:dirt_silty_with_litter_rainforest|0.07|warm_humid|beach|shelf|fern_spikefern||||||
plants|gal:dirt_silty_with_litter_rainforest|0.07|warm_humid|beach|lowland|plant_manna_reed||||||
#||||||||||||
#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
# WARM SEMIHUMID||||||||||||
# WARM SEMIHUMID OCEAN||||||||||||
#||||||||||||
# WARM SEMIHUMID BEACH||||||||||||
#||||||||||||
# WARM SEMIHUMID - DIRT||||||||||||
plants|gal:dirt_with_grass_warm_semihumid|0.06|warm_semihumid|beach|highland|grass_swamp_1|nil|nil|nil|||
plants|gal:dirt_with_grass_warm_semihumid|0.06|warm_semihumid|beach|shelf|grass_swamp|nil|nil|nil|||
plants|gal:dirt_with_grass_warm_semihumid|0.001|warm_semihumid|beach|lowland|plant_crabgrass||||||
plants|gal:dirt_with_grass_warm_semihumid|0.06|warm_semihumid|beach|coastal|plant_juncus_1;plant_juncus_2;plant_juncus_3||||||
plants|gal:dirt_with_grass_warm_semihumid|0.06|warm_semihumid|beach|coastal|plant_manna_reed||||||
plants|gal:dirt_with_grass_warm_semihumid|0.001|warm_semihumid|coastal|lowland|plant_nettle_cleavers|nil|nil|nil|||
plants|gal:dirt_with_grass_warm_semihumid|0.06|warm_semihumid|coastal|highland|shrub_lush_01|nil|nil|nil|||
plants|gal:dirt_with_grass_warm_semihumid|0.06|warm_semihumid|lowland|highland|shrub_lush_02|nil|nil|nil|||
# WARM SEMIHUMID - DIRT SOIL WET||||||||||||
plants|gal:dirt_with_soil_wet|0.06|warm_semihumid|beach|lowland|plant_wheat_1|nil|nil|nil|||
# WARM SEMIHUMID - DIRT BLACK||||||||||||
trees|gal:dirt_silt_01_with_grass_warm_semihumid|0.003|warm_semihumid|shelf|highland|beech_southern_01;beech_southern_02;beech_southern_03||||||
trees|gal:dirt_silt_01_with_grass_warm_semihumid|0.003|warm_semihumid|6|lowland|ebony||||||
trees|gal:dirt_silt_01_with_grass_warm_semihumid|0.003|warm_semihumid|6|shelf|eucalyptus_01;eucalyptus_02||||||
trees|gal:dirt_silt_01_with_grass_warm_semihumid|0.003|warm_semihumid|shelf|highland|jungle_01;jungle_02;jungle_04;jungle_05;jungle_06;jungle_07||||||
trees|gal:dirt_silt_01_with_grass_warm_semihumid|0.003|warm_semihumid|6|shelf|teak_01;teak_02;teak_03;teak_04||||||
trees|gal:dirt_silt_01_with_grass_warm_semihumid|0.003|warm_semihumid|coastal|shelf|yellowwood_01;yellowwood_02;yellowwood_03||||||
plants|gal:dirt_silt_01_with_grass_warm_semihumid|0.06|warm_semihumid|beach|highland|grass_swamp_1|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_semihumid|0.06|warm_semihumid|beach|coastal|fern_small_1|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_semihumid|0.06|warm_semihumid|beach|lowland|fern_spikefern|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_semihumid|0.001|warm_semihumid|beach|shelf|flower_hibiscus|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_semihumid|0.06|warm_semihumid|beach|coastal|plant_manna_reed|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_semihumid|0.06|warm_semihumid|coastal|lowland|plant_bush||||||
plants|gal:dirt_silt_01_with_grass_warm_semihumid|0.06|warm_semihumid|lowland|highland|shrub_lush_01|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_semihumid|0.06|warm_semihumid|lowland|highland|shrub_lush_02|nil|nil|nil|||
# WARM SEMIHUMID - DIRT BROWN||||||||||||
trees|gal:dirt_clay_red_with_grass_warm_semihumid|0.003|warm_semihumid|lowland|highland|beech_southern_01;beech_southern_02;beech_southern_03||||||
trees|gal:dirt_clay_red_with_grass_warm_semihumid|0.003|warm_semihumid|beach|coastal|ebony||||||
trees|gal:dirt_clay_red_with_grass_warm_semihumid|0.003|warm_semihumid|beach|shelf|teak_01;teak_02;teak_03;teak_04||||||
trees|gal:dirt_clay_red_with_grass_warm_semihumid|0.003|warm_semihumid|beach|lowland|orange||||||
trees|gal:dirt_clay_red_with_grass_warm_semihumid|0.003|warm_semihumid|shelf|highland|pine_pinyon_01;pine_pinyon_02;pine_pinyon_03||||||
trees|gal:dirt_clay_red_with_grass_warm_semihumid|0.003|warm_semihumid|coastal|shelf|yellowwood_01;yellowwood_02;yellowwood_03||||||
plants|gal:dirt_clay_red_with_grass_warm_semihumid|0.06|warm_semihumid|beach|coastal|fern_spikefern|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_warm_semihumid|0.06|warm_semihumid|beach|highland|grass_swamp_1|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_warm_semihumid|0.06|warm_semihumid|lowland|shelf|grass_swamp|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_warm_semihumid|0.06|warm_semihumid|lowland|highland|shrub_lush_01|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_warm_semihumid|0.06|warm_semihumid|lowland|highland|shrub_lush_02|nil|nil|nil|||
# WARM SEMIHUMID - DIRT CLAYEY||||||||||||
trees|gal:dirt_clayey_with_grass_warm_semihumid|0.003|warm_semihumid|beach|lowland|bamboo_temperate_01;bamboo_temperate_02||||||
trees|gal:dirt_clayey_with_grass_warm_semihumid|0.001|warm_semihumid|beach|lowland|banana|nil|nil|nil|||
trees|gal:dirt_clayey_with_grass_warm_semihumid|0.003|warm_semihumid|lowland|shelf|beech_southern_01;beech_southern_02;beech_southern_03|nil|nil|nil|||
trees|gal:dirt_clayey_with_grass_warm_semihumid|0.003|warm_semihumid|shelf|highland|pine_pinyon_01;pine_pinyon_02;pine_pinyon_03||||||
trees|gal:dirt_clayey_with_grass_warm_semihumid|0.003|warm_semihumid|beach|lowland|teak_01;teak_02;teak_03;teak_04||||||
trees|gal:dirt_clayey_with_grass_warm_semihumid|0.003|warm_semihumid|coastal|shelf|yellowwood_01;yellowwood_02;yellowwood_03||||||
trees|gal:dirt_clayey_with_grass_warm_semihumid|0.003|warm_semihumid|beach|coastal|palm_royal_01;palm_royal_02;palm_royal_03||||||
plants|gal:dirt_clayey_with_grass_warm_semihumid|0.06|warm_semihumid|beach|highland|grass_swamp_1|nil|nil|nil|||
plants|gal:dirt_clayey_with_grass_warm_semihumid|0.06|warm_semihumid|beach|shelf|grass_swamp||||||
plants|gal:dirt_clayey_with_grass_warm_semihumid|0.06|warm_semihumid|beach|lowland|plant_crabgrass||||||
plants|gal:dirt_clayey_with_grass_warm_semihumid|0.06|warm_semihumid|beach|coastal|plant_juncus_1;plant_juncus_2;plant_juncus_3||||||
plants|gal:dirt_clayey_with_grass_warm_semihumid|0.06|warm_semihumid|beach|coastal|plant_manna_reed||||||
plants|gal:dirt_clayey_with_grass_warm_semihumid|0.001|warm_semihumid|beach|lowland|plant_banana_1|nil|nil|nil|||
plants|gal:dirt_clayey_with_grass_warm_semihumid|0.06|warm_semihumid|lowland|highland|shrub_lush_01|nil|nil|nil|||
plants|gal:dirt_clayey_with_grass_warm_semihumid|0.06|warm_semihumid|lowland|highland|shrub_lush_02|nil|nil|nil|||
# WARM SEMIHUMID - DIRT SANDY||||||||||||
trees|gal:dirt_sandy_with_grass_warm_semihumid|0.003|warm_semihumid|beach|lowland|bamboo_temperate_01;bamboo_temperate_02||||||
trees|gal:dirt_sandy_with_grass_warm_semihumid|0.001|warm_semihumid|beach|lowland|banana|nil|nil|nil|||
trees|gal:dirt_sandy_with_grass_warm_semihumid|0.003|warm_semihumid|shelf|highland|pine_01;pine_02;pine_03||||||
trees|gal:dirt_sandy_with_grass_warm_semihumid|0.003|warm_semihumid|lowland|highland|pine_pinyon_01;pine_pinyon_02;pine_pinyon_03||||||
trees|gal:dirt_sandy_with_grass_warm_semihumid|0.003|warm_semihumid|beach|coastal|palm_royal_01;palm_royal_02;palm_royal_03||||||
plants|gal:dirt_sandy_with_grass_warm_semihumid|0.06|warm_semihumid|beach|highland|grass_swamp_1|nil|nil|nil|||
plants|gal:dirt_sandy_with_grass_warm_semihumid|0.06|warm_semihumid|beach|shelf|grass_swamp|nil|nil|nil|||
plants|gal:dirt_sandy_with_grass_warm_semihumid|0.06|warm_semihumid|beach|lowland|plant_crabgrass||||||
plants|gal:dirt_sandy_with_grass_warm_semihumid|0.06|warm_semihumid|coastal|shelf|grass_tallgrass||||||
plants|gal:dirt_sandy_with_grass_warm_semihumid|0.06|warm_semihumid|beach|coastal|plant_juncus_1;plant_juncus_2;plant_juncus_3||||||
plants|gal:dirt_sandy_with_grass_warm_semihumid|0.06|warm_semihumid|beach|coastal|plant_manna_reed||||||
plants|gal:dirt_sandy_with_grass_warm_semihumid|0.001|warm_semihumid|beach|lowland|plant_banana_1|nil|nil|nil|||
plants|gal:dirt_sandy_with_grass_warm_semihumid|0.06|warm_semihumid|lowland|highland|shrub_lush_01|nil|nil|nil|||
plants|gal:dirt_sandy_with_grass_warm_semihumid|0.06|warm_semihumid|lowland|highland|shrub_lush_02|nil|nil|nil|||
# WARM SEMIHUMID - DIRT SILTY||||||||||||
trees|gal:dirt_silty_with_grass_warm_semihumid|0.003|warm_semihumid|shelf|highland|beech_southern_01;beech_southern_02;beech_southern_03||||||
trees|gal:dirt_silty_with_grass_warm_semihumid|0.003|warm_semihumid|beach|lowland|ebony||||||
trees|gal:dirt_silty_with_grass_warm_semihumid|0.003|warm_semihumid|beach|shelf|eucalyptus_01;eucalyptus_02||||||
trees|gal:dirt_silty_with_grass_warm_semihumid|0.003|warm_semihumid|shelf|highland|jungle_01;jungle_02;jungle_04;jungle_05;jungle_06;jungle_07||||||
trees|gal:dirt_silty_with_grass_warm_semihumid|0.003|warm_semihumid|beach|shelf|teak_01;teak_02;teak_03;teak_04||||||
trees|gal:dirt_silty_with_grass_warm_semihumid|0.003|warm_semihumid|coastal|shelf|yellowwood_01;yellowwood_02;yellowwood_03||||||
no_rot|gal:dirt_silty_with_grass_warm_semihumid|0.003|warm_semihumid|beach|lowland|lib_ecology.big_tree_fern||||||
no_rot|gal:dirt_silty_with_grass_warm_semihumid|0.003|warm_semihumid|beach|lowland|lib_ecology.giant_tree_fern||||||
no_rot|gal:dirt_silty_with_grass_warm_semihumid|0.003|warm_semihumid|beach|lowland|lib_ecology.giant_tree_fern_2||||||
trees|gal:dirt_silty_with_grass_warm_semihumid|0.004|warm_semihumid|beach|lowland|fern_small_01;fern_small_02;fern_small_03|nil|nil|nil|||
trees|gal:dirt_silty_with_grass_warm_semihumid|0.004|warm_semihumid|beach|lowland|fern_silver_01;fern_silver_02|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_warm_semihumid|0.06|warm_semihumid|beach|coastal|fern_large_1|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_warm_semihumid|0.06|warm_semihumid|beach|coastal|fern_small_1|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_warm_semihumid|0.06|warm_semihumid|beach|lowland|fern_spikefern|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_warm_semihumid|0.001|warm_semihumid|beach|shelf|plant_nettle_cleavers|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_warm_semihumid|0.06|warm_semihumid|lowland|highland|shrub_lush_01|nil|nil|nil|||
plants|gal:dirt_silty_with_grass_warm_semihumid|0.06|warm_semihumid|lowland|highland|shrub_lush_02|nil|nil|nil|||
#||||||||||||
#||||||||||||
#Deco_Type|Place_On|FillRatio|Biome|Y_Min|Y_Max|Deco_Node|HeightMax|SpawnBy|NumSpawnBy|||
# WARM TEMPERATE||||||||||||
# WARM TEMPERATE OCEAN||||||||||||
#||||||||||||
# WARM TEMPERATE BEACH||||||||||||
trees|gal:sand_beach|0.002|warm_temperate_beach|1|2|palm_fountain_01;palm_fountain_02;palm_fountain_03||||||
trees|gal:sand_beach|0.002|warm_temperate_beach|1|2|palm_moriche_01;palm_moriche_02;palm_moriche_03||||||
#||||||||||||
# WARM TEMPERATE - DIRT||||||||||||
plants|gal:dirt_with_grass_warm_temperate|0.05|warm_temperate|beach|highland|grass_swamp_1|nil|nil|nil|||
plants|gal:dirt_with_grass_warm_temperate|0.05|warm_temperate|beach|lowland|plant_weed|nil|nil|nil|||
plants|gal:dirt_with_grass_warm_temperate|0.05|warm_temperate|lowland|highland|shrub_lush_01|nil|nil|nil|||
plants|gal:dirt_with_grass_warm_temperate|0.05|warm_temperate|lowland|highland|shrub_lush_02|nil|nil|nil|||
# WARM TEMPERATE - DIRT BLACK||||||||||||
#trees|gal:dirt_silt_01_with_grass_warm_temperate|0.002|warm_temperate|6|shelf|acacia_05-L=tree_acacia_2_leaves;acacia_06-L=tree_acacia_2_leaves;acacia_07-L=tree_acacia_2_leaves||||||
trees|gal:dirt_silt_01_with_grass_warm_temperate|0.002|warm_temperate|shelf|highland|beech_southern_01;beech_southern_02;beech_southern_03||||||
trees|gal:dirt_silt_01_with_grass_warm_temperate|0.002|warm_temperate|6|shelf|eucalyptus_01;eucalyptus_02||||||
trees|gal:dirt_silt_01_with_grass_warm_temperate|0.002|warm_temperate|coastal|shelf|ipe_yellow||||||
trees|gal:dirt_silt_01_with_grass_warm_temperate|0.002|warm_temperate|6|lowland|mirabelle||||||
trees|gal:dirt_silt_01_with_grass_warm_temperate|0.002|warm_temperate|shelf|highland|pine_pinyon_01;pine_pinyon_02;pine_pinyon_03||||||
trees|gal:dirt_silt_01_with_grass_warm_temperate|0.002|warm_temperate|6|lowland|teak_01;teak_02;teak_03;teak_04||||||
plants|gal:dirt_silt_01_with_grass_warm_temperate|0.05|warm_temperate|beach|highland|grass_swamp_1|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_temperate|0.001|warm_temperate|shelf|highland|flower_hibiscus|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_temperate|0.05|warm_temperate|lowland|highland|shrub_lush_01|nil|nil|nil|||
plants|gal:dirt_silt_01_with_grass_warm_temperate|0.05|warm_temperate|lowland|highland|shrub_lush_02|nil|nil|nil|||
# WARM TEMPERATE - DIRT BROWN||||||||||||
#trees|gal:dirt_clay_red_with_grass_warm_temperate|0.002|warm_temperate|6|shelf|acacia_05-L=tree_acacia_2_leaves;acacia_06-L=tree_acacia_2_leaves;acacia_07-L=tree_acacia_2_leaves||||||
trees|gal:dirt_clay_red_with_grass_warm_temperate|0.002|warm_temperate|lowland|shelf|beech_southern_01;beech_southern_02;beech_southern_03||||||
trees|gal:dirt_clay_red_with_grass_warm_temperate|0.002|warm_temperate|coastal|shelf|ipe_yellow||||||
trees|gal:dirt_clay_red_with_grass_warm_temperate|0.002|warm_temperate|6|coastal|mirabelle||||||
trees|gal:dirt_clay_red_with_grass_warm_temperate|0.002|warm_temperate|shelf|highland|pine_pinyon_01;pine_pinyon_02;pine_pinyon_03|nil|nil|nil|||
trees|gal:dirt_clay_red_with_grass_warm_temperate|0.002|warm_temperate|6|lowland|teak_01;teak_02;teak_03;teak_04||||||
plants|gal:dirt_clay_red_with_grass_warm_temperate|0.05|warm_temperate|6|highland|grass_swamp_1||||||
plants|gal:dirt_clay_red_with_grass_warm_temperate|0.05|warm_temperate|lowland|highland|shrub_lush_01|nil|nil|nil|||
plants|gal:dirt_clay_red_with_grass_warm_temperate|0.05|warm_temperate|lowland|highland|shrub_lush_02|nil|nil|nil|||
# WARM TEMPERATE - DIRT CLAYEY||||||||||||
#trees|gal:dirt_clayey_with_grass_warm_temperate|0.002|warm_temperate|6|shelf|acacia_05-L=tree_acacia_2_leaves;acacia_06-L=tree_acacia_2_leaves;acacia_07-L=tree_acacia_2_leaves||||||
trees|gal:dirt_clayey_with_grass_warm_temperate|0.002|warm_temperate|lowland|shelf|beech_southern_01;beech_southern_02;beech_southern_03||||||
trees|gal:dirt_clayey_with_grass_warm_temperate|0.002|warm_temperate|coastal|lowland|ipe_yellow||||||
plants|gal:dirt_clayey_with_grass_warm_temperate|0.05|warm_temperate|8|highland|grass_swamp_1||||||
